National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Belgium	100-Holding Account	Rendac 	15	400272181	open	Account holder	Rendac	Fabriekstraat 2		9470	Denderleeuw	Belgium	15	Rendac	VL424	2005-04-01		-	-	0	Fabriekstraat 2		9470	Denderleeuw	BE			20-Combustion of fuels	Stefanus van Gils	fabriekstraat 2	directie	9470	denderleeuw	BE	21984	4881	21984	7567	21983	10210	15230	14511	15230	10659	15230	10955	15229	22155	15229	19477	21638	21790	19365	22225	17152	23879	15007		12928		10916		8970		7097		
Belgium	100-Holding Account	Wienerberger 	16	0448850870	open	Account holder	Wienerberger	Kapel ter Bede 121		8500	Kortrijk	Belgium	16	Desimpel Kortemark	VL702	2005-04-01		-	Wienerberger NV	0	Hoogledestraat 92		8610	Kortemark	BE			32-Manufacture of ceramics	Johan Van Der Biest	Kapel ter Bede 121		8500	Kortrijk	BE	64967	61059	64967	58573	64967	58328	73219	29840	73219	20841	73219	19991	73218	28378	73218	21126	25383	21322	24941	26860	24495	28608	24045		23590		23129		22664		22196		
Belgium	100-Holding Account	Porotherm Wall Systems 	17	400324542	closed	Account holder	Porotherm Wall Systems	Kepel ter Bede 86		8500	Kortrijk	Belgium	17	Desimpel Niel	VL707	2005-04-01	2010-03-31	-	-	0	Landbouwstraat 98		2845	Niel	BE			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	Johan Van Der Biest	Kapel ter Bede 121		8500	Kortrijk	BE	18986	16118	18986	14188	18985	14237	20962	286	20962	0	0		0		0																		
Belgium	100-Holding Account	Wienerberger 	18	0448850870	closed	Account holder	Wienerberger	Kapel ter Bede 121		8500	Kortrijk	Belgium	18	Desimpel-Terca Wanlin	WAI040P122	2005-04-01	2013-12-31	-	-	0	Route de Beauraing 131		5564	Wanlin	BE			32-Manufacture of ceramics	Johan Van Der Biest	Kapel ter Bede 121		8500	Kortrijk	BE	6028	5535	6028	5752	6028	6111	6633	6503	6633	5187	6633	4244	6633	5167	6634	3739	4747	1707	0	Excluded	0		0		0		0		0		0		
Belgium	100-Holding Account	SONAC GENT 	19	400332460	open	Account holder	SONAC GENT	Braamtweg 2		9042	Gent	Belgium	19	SONAC GENT	VL465	2005-04-01		-	-	0	Braamtweg 2		9042	Gent	BE			20-Combustion of fuels	Stefanus van Gils	fabriekstraat 2	directie	9470	denderleeuw	BE	8486	10239	8486	10994	8487	12330	11800	11501	11800	12414	11800	11743	11801	11868	11801	11899	8192	12026	7331	10111	6493	11386	5682		4894		4133		3396		2687		
Belgium	100-Holding Account	Idempapers 	20	0400344734	closed	Account holder	Idempapers	Rue d'Asquempont 2		1460	Virginal (Ittre)	Belgium	20	Idempapers Nivelles	WAI014P077	2005-04-01	2011-10-06	-	-	0	Place des déportés 12		1400	Nivelles	BE			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Jean Bernard	Rue d'Asquempont 2		1460	Virginal	BE	11883	9972	11883	9512	11883	8045	12007	3136	12007	2484	12008	2089	12008	1663	0																		
Belgium	100-Holding Account	Idempapers 	21	0400344734	open	Account holder	Idempapers	Rue d'Asquempont 2		1460	Virginal (Ittre)	Belgium	21	Idempapers Virginal	WAI015P076	2005-04-01		-	-	0	Rue d'Asquempont 2		1460	Virginal	BE			36-Production of paper or cardboard	Jean Bernard	Rue d'Asquempont 2		1460	Virginal	BE	68068	57713	68068	59200	68068	56404	47210	54288	47210	47320	74845	56864	80373	60092	80373	68556	54044	78696	53105	74047	52156	78920	51196		50226		49247		48255		47260		
Belgium	100-Holding Account	NLMK Clabecq 	22	0461.296.861	open	Account holder	NLMK Clabecq	Rue de Clabecq 101		1460	Ittre	Belgium	22	NLMK Clabecq	WAI044P071	2005-04-01		-	-	0	rue de Clabecq 101		1460	Ittre	BE			25-Production or processing of ferrous metals	Igor Sarkits	rue de Clabecq 101		1460	Ittre	BE	141360	86298	141360	84289	141360	81905	118296	82506	118296	42365	118297	55818	118297	54477	118297	54380	78368	47283	77007	54368	75630	53985	74239		72832		71412		69974		68531		
Belgium	100-Holding Account	CNH Belgium 	23	400444803	closed	Account holder	CNH Belgium	Léon Claeysstraat 3A		8210	Zedelgem	Belgium	23	CNH Belgium	VL517	2005-01-01		-	-	0	Léon Claeysstraat 3A		8210	Zedelgem	BE			1-Combustion installations with a rated thermal input exceeding 20 MW	Luc De splentere	Leon Claeysstraat 3A		8210	Zedelgem	BE	11001	8511	11001	8312	11002	7832																											
Belgium	100-Holding Account	Cimenteries CBR Cementbedrijven 	25	0400465290	open	Account holder	Cimenteries CBR Cementbedrijven	Chaussée de la Hulpe 185		1170	Watermael-Boitsfort (Bruxelles)	Belgium	25	CBR Cimenterie Antoing	WAI031P093	2005-04-01		-	-	0	rue du Coucou 8		7640	Antoing	BE			29-Production of cement clinker	Theo Pluijmen	van Hövell tot Westerflierhof 26		6431 DG	Hoensbroek	NL	930933	608635	930933	710345	930933	706775	760340	695438	760340	643163	760340	511558	760340	633064	760341	619600	649738	624705	638452	642502	627034	577870	615497		603836		592061		580140		568177		
Belgium	100-Holding Account	Cimenteries CBR Cementbedrijven 	26	0400465290	closed	Account holder	Cimenteries CBR Cementbedrijven	Chaussée de la Hulpe 185		1170	Watermael-Boitsfort (Bruxelles)	Belgium	26	CBR Cimenterie Harmignies	WAI032P105	2005-04-01	2014-12-31	-	-	0	rue Blancart 1		7022	Harmignies	BE			29-Production of cement clinker	André Jacquemart	Chaussée de La Hulpe 185		1170	Bruxelles	BE	263463	171567	263464	173191	263464	214703	194637	155095	194637	199604	194637	200364	194637	193727	194637	206968	146525	143154	143979	80830	0		0		0		0		0		0		
Belgium	100-Holding Account	Cimenteries CBR Cementbedrijven 	27	0400465290	open	Account holder	Cimenteries CBR Cementbedrijven	Chaussée de la Hulpe 185		1170	Watermael-Boitsfort (Bruxelles)	Belgium	27	CBR Cimenterie Lixhe	WAI033P091	2005-04-01		-	-	0	rue des Trois Fermes		4600	Visé	BE			29-Production of cement clinker	Theo Pluijmen	van Hövell tot Westerflierhof 26		6431 DG	Hoensbroek	NL	1304487	1059929	1304487	1250666	1304487	1165459	1127869	1139474	1127869	955732	1127869	917216	1127869	894070	1127870	868427	982587	940962	965521	987407	948253	940051	930806		913171		895364		877335		859244		
Belgium	100-Holding Account	Citrique Belge 	28	400934652	open	Account holder	Citrique Belge	Pastorijstraat 249		3300	Tienen	Belgium	28	Citrique Belge	VL403	2005-04-01		-	-	0	Pastorijstraat 249		3300	Tienen	BE			20-Combustion of fuels	Piet Defauw	Pastorijstraat 249		3300	Tienen	BE	82684	78892	82684	81806	82684	75566	93246	75329	93246	69721	93246	63209	93246	70195	93247	75188	61549	81568	60480	77370	59399	80189	58306		57201		56086		54956		53823		
Belgium	100-Holding Account	Armstrong Orchidee 	29	476024134	closed	Account holder	Armstrong Orchidee	2° Avenue (Parc Industriel des Hauts Sarts) 4		4040	Herstal	Belgium	29	Catala	VL305	2005-01-01		-	-	0	Grote Baan 302		1620	Drogenbos	BE			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Bertrand Lassarat	Parc Industriel des Hauts Sarts, 2è Avenue		4040	Herstal	BE	6516	7397	6516	6743	6517	6431																											
Belgium	100-Holding Account	Durobor Group 	30	0842892782	open	Account holder	Durobor Group	Rue Mademoiselle Hanicq 39		7060	Soignies	Belgium	30	Durobor	WAI046P114	2005-04-01		-	-	0	Rue mademoiselle Hanicq  39		7060	Soignies	BE			31-Manufacture of glass	Frédéric Jouret	rue Mademoiselle Hanicq 39		7060	Soignies	BE	42186	31512	42185	30199	42185	31240	28466	32197	28466	31639	28466	26711	28466	25069	28467	19870	24760	18999	24329	16250	23894	17155	23455		23010		22562		22107		21652		
Belgium	100-Holding Account	Briqueteries De Ploegsteert 	31	0401273162	open	Account holder	Briqueteries De Ploegsteert	Rue du Touquet 228		7783	Bizet (Comines-Warneton)	Belgium	31	Ploegsteert Barry	WAI086P068	2005-04-01		-	-	0	Grand Route, 533		7354	Barry	BE			32-Manufacture of ceramics	Philip De Bruyn	Hoge Wieltjesgracht 8		8900	Ieper	BE	12587	9761	12588	10654	12588	10040	11486	9978	11487	8952	11487	8774	11487	9521	11487	8590	10811561*****	6946	10623551*****	8292	10434541*****	10601	10241532*****		10048522*****		9851512*****		9653502*****		9454493*****		
Belgium	100-Holding Account	Briqueteries De Ploegsteert 	32	0401273162	open	Account holder	Briqueteries De Ploegsteert	Rue du Touquet 228		7783	Bizet (Comines-Warneton)	Belgium	32	Ploegsteert Site Afma Ploegsteert	WAI087P066	2005-04-01		-	-	0	Rue du Touquet 228		7783	Ploegsteert	BE			32-Manufacture of ceramics	Philip De Bruyn	Hoge Wieltjesgracht 8		8900	Ieper	BE	13037	11391	13037	11603	13037	11057	14189	11290	14189	10360	14189	11737	14190	13622	14190	10899	106559076*****	18153	104698918*****	17853	102838760*****	18930	100938602*****		99028445*****		97098287*****		95148129*****		93187971*****		
Belgium	100-Holding Account	Briqueteries De Ploegsteert 	33	0401273162	open	Account holder	Briqueteries De Ploegsteert	Rue du Touquet 228		7783	Bizet (Comines-Warneton)	Belgium	33	Ploegsteert Site Bristal Ploegsteert	WAI088P066	2005-04-01		-	-	0	Rue du Touquet 228		7783	Ploegsteert	BE			32-Manufacture of ceramics	Philip De Bruyn	Hoge Wieltjesgracht 8		8900	Ieper	BE	9305	8778	9305	8587	9305	8590	11698	8157	11698	7283	11698	6369	11698	8274	11698	7422	80865081*****	9849	79467438*****	13650	78037307*****	11151	76607175*****		75157043*****		73686911*****		72196780*****		70716648*****		
Belgium	100-Holding Account	Briqueteries De Ploegsteert 	34	0401273162	closed	Account holder	Briqueteries De Ploegsteert	Rue du Touquet 228		7783	Bizet (Comines-Warneton)	Belgium	34	Ploegsteert Warneton (La Lys)	WAI089P067	2005-04-01	2014-12-31	-	-	0	Chemin de la briqueterie		7784	Warneton	BE			32-Manufacture of ceramics	Philip De Bruyn	Hoge Wieltjesgracht 8		8900	Ieper	BE	5905	5498	5905	5911	5905	6149	6333	5778	6333	4800	6333	5558	6334	4512	6334	7	821	0	807	0	0		0		0		0		0		0		
Belgium	100-Holding Account	Aperam Stainless Belgium 	35	401277914	open	Account holder	Aperam Stainless Belgium	Swinnenwijerweg 5 Genk-Zuid, Zone 6A		3600	Genk	Belgium	35	Aperam Stainless Belgium	VL202	2005-04-01		-	-	0	Swinnenwijerweg 5		3600	Genk	BE			24-Production of pig iron or steel	Gert Heylen	Bonderstraat 55 A	Direction	3600	Genk	BE	229692	185972	229692	207584	229692	176340	253618	186938	253618	125855	253618	143915	253618	133652	253619	136486	171671	142386	168689	144793	165672	156114	162623		159542		156431		153281		150120		
Belgium	100-Holding Account	Ford Werke GmbH 	36	401298403	closed	Account holder	Ford Werke GmbH	Henry Fordstrasse 1		50725	Köln-Niehl	Germany	36	Ford Werke Aktiengesellschaft	VL515	2005-04-01	2015-12-31	-	-	0	Henry Fordlaan 8		3600	Genk	BE			20-Combustion of fuels	Vic Daenen	Henry Fordlaan 8		3600	Genk	BE	45584	37181	45584	37850	45583	34728	62839	49680	62839	41385	62839	48812	62838	41807	62838	36848	36333	42764	32516	37347	28799	12320	0		0		0		0		0		
Belgium	100-Holding Account	Steenfabrieken A. Nelissen-Haesen 	37	401333639	open	Account holder	Steenfabrieken A. Nelissen-Haesen	Kiezelweg 458-460		3620	Lanaken	Belgium	37	Steenfabrieken A. Nelissen Haesen	VL717	2005-04-01		-	-	0	Kiezelweg 458-460		3620	Lanaken	BE			32-Manufacture of ceramics	Burt NELISSEN	Sint Truidersteenweg 432		3500	HASSELT	BE	30526	28585	35974	30606	37082	33648	37232	30406	37232	23729	37232	23879	37231	28780	37231	27504	21893	23749	21513	27072	21128	29866	20739		20346		19949		19548		19145		
Belgium	100-Holding Account	Pittsburgh Corning Europe 	38	401338785	open	Account holder	Pittsburgh Corning Europe	Albertkade 1		3980	Tessenderlo	Belgium	38	Pittsburgh Corning Europe	VL902	2005-04-01		-	-	0	Albertkade 1		3980	Tessenderlo	BE			31-Manufacture of glass	Donald Lemmens	Bessenlaan 39		3110	Rotselaar	BE	27533	24428	27533	24681	27533	24795	28089	27505	28089	27170	28089	25174	28089	25804	28089	21553	24650	24940	24222	24354	23789	22845	23351		22909		22462		22010		21556		
Belgium	100-Holding Account	Nyrstar Belgium 	39	865131221	open	Account holder	Nyrstar Belgium	Zinkstraat 1		2490	Balen	Belgium	39	Site Balen	VL503	2005-04-01		-	-	0	Zinkstraat 1		2490	Balen	BE			28-Production or processing of non-ferrous metals	Fred Hornung	Zinkstraat 1	General Manager Nyrstar Belgium	2490	Balen	BE	20883	17169	20883	17584	20882	16706	16233	12817	16233	8090	16233	18128	16232	19475	16232	17304	138334	25158	135931	19570	133501	26667	131044		128561		126053		123516		120969		
Belgium	100-Holding Account	Umicore 	40	401574852	open	Account holder	Umicore	Broekstraat 31		1000	Brussel	Belgium	40	Umicore site Hoboken	VL501	2005-04-01		-	-	0	Adolf Greinerstraat 14		2660	Hoboken	BE			28-Production or processing of non-ferrous metals	André Van Damme	Adolf Greinerstraat 14		2660	Hoboken (Antwerpen)	BE	32621	36776	32621	36876	32621	30571	206864	162278	206864	149399	206864	136775	206864	145169	206864	137196	177826	199572	174737	195026	171612	198613	168454		165263		162041		158778		155503		
Belgium	100-Holding Account	Umicore 	41	401574852	open	Account holder	Umicore	Broekstraat 31		1000	Brussel	Belgium	41	Umicore site Olen	VL502	2005-04-01		-	-	0	Watertorenstraat 33		2250	Olen	BE			28-Production or processing of non-ferrous metals	Marc Van Sande	Watertorenstraat 33		2250	Olen	BE	111032	109905	111032	94121	111031	94154	148970	116525	148970	112405	148970	78027	148970	74366	148971	75950	39757	77824	39066	70212	38367	75363	37661		36949		36227		35498		34766		
Belgium	100-Holding Account	Nyrstar Belgium 	42	865131221	closed	Account holder	Nyrstar Belgium	Zinkstraat 1		2490	Balen	Belgium	42	Nyrstar Site Overpelt	VL504	2005-04-01	2015-12-31	-	-	0	Fabrieksstraat 144		3900	Overpelt	BE			28-Production or processing of non-ferrous metals	Hornung	Zinkstraat 1		2490	Balen	BE	19237	20346	19237	17965	19237	16088	30734	21397	30734	11657	30734	12180	30734	10928	30733	11003	15269	10290	15004	9477	14735	9089	0		0		0		0		0		
Belgium	100-Holding Account	Caterpillar Belgium 	43	0401633250	open	Account holder	Caterpillar Belgium	Avenue des Etats-Unis 1		6041	Gosselies (Charleroi)	Belgium	43	Caterpillar Gosselies	WAI030P098	2005-04-01		-	-	0	Avenue des Etats-Unis 1		6041	Gosselies	BE			20-Combustion of fuels	Nicolas POLUTNIK	Avenue des Etats Unis 1		6041	Gosselies	BE	55505	46078	55505	41235	55505	38945	51578	40724	51578	27857	51578	31748	51579	25901	51579	23818	37048	20471	36405	15620	35754	15778	35096		34430		33759		33080		32397		
Belgium	100-Holding Account	VFT Belgium 	44	401947808	closed	Account holder	VFT Belgium	Vredekaai 18		9060	Zelzate	Belgium	44	VFT Belgium	VL101	2005-01-01		-	-	0	Vredekaai 18		9060	Zelzate	BE			1-Combustion installations with a rated thermal input exceeding 20 MW	Kris Van Herbergen	Vredekaai 18		Zelzate	9060	BE	33362	29243	33362	30432	33363	29987																											
Belgium	100-Holding Account	Lhoist Industries 	45	0402321950	open	Account holder	Lhoist Industries	On SN		6900	Marche-en-Famenne	Belgium	45	Usine de On	WAI074P099	2005-04-01		-	-	0	Rue On		6900	Marche-en-Famenne	BE			30-Production of lime, or calcination of dolomite/magnesite	Vincent Dujardin	Parc des Collines, 50		1300	Wavre	BE	513459	477056	513459	516034	513459	439405	507318	485432	507318	374105	507318	448983	507318	477987	507319	443378	388854	446390	382100	454131	375266	474614	368362		361382		354336		347201		340041		
Belgium	100-Holding Account	New Holland Tractor Limited 	46	402618690	closed	Account holder	New Holland Tractor Limited	Wilmarsdonksteenweg 32		2030	Antwerpen	Belgium	46	New Holland Tractor	VL516	2005-01-01		-	-	0	Wilmarsdonksteenweg 32		2030	Antwerpen	BE			1-Combustion installations with a rated thermal input exceeding 20 MW	Tom Verbaeten	Wilmarsdonksteenweg 32		2030	Antwerpen	BE	6598	6112	6598	5560	6598	5696																											
Belgium	100-Holding Account	3M Belgium 	47	402683721	open	Account holder	3M Belgium	Hermeslaan 7		1831	Machelen	Belgium	47	3M Belgium	VL131	2005-04-01		-	-	0	Canadastraat 11		2070	Zwijndrecht	BE			20-Combustion of fuels	Patrick Rogiers	Hermeslaan 7		1831	Diegem	BE	15528	14445	15528	14551	15528	13755	15893	13531	15893	12351	15893	15578	15893	14899	15894	14228	12971	15626	12745	13994	12518	14009	12288		12055		11819		11581		11343		
Belgium	100-Holding Account	Saint Gobain Glass Benelux 	48	402733607	closed	Account holder	Saint Gobain Glass Benelux	Rue Des Glaces Nationales 169		5060	Auvelais	Belgium	48	St Gobain Verre plat Auvelais	WAI097P100	2005-04-01	2013-12-31	-	-	0	Rue Des Glaces Nationales 169		5060	Auvelais	BE			31-Manufacture of glass	Guillaume Le Gavrian	rue des glaces nationales 169	Direction Générale	5060	Sambreville	BE	242503	226651	242503	246823	242503	185962	273157	169064	273157	125138	273158	135628	273158	132837	273158	131098	151108	20893	0		0		0		0		0		0		0		
Belgium	100-Holding Account	FrieslandCampina Belgium 	49	402814175	open	Account holder	FrieslandCampina Belgium	Venecolaan 17		9880	Aalter	Belgium	49	Campina	VL413	2005-04-01		-	-	0	Venecolaan 17		9880	Aalter	BE			20-Combustion of fuels	Thierry Couplez	Meerhoutstraat 106		9041	OOSTAKKER	BE	40352	34790	40352	33179	40352	28978	34419	28289	34419	27782	34419	25121	34419	20839	34419	27189	20340	27967	19599	31872	18287	33092	17007		15760		14546		13363		12217		
Belgium	100-Holding Account	Fluxys Belgium 	50	402954628	open	Account holder	Fluxys Belgium	Kunstlaan 31		1040	Brussel	Belgium	50	Fluxys Berneau	WAI129P112	2005-04-01		-	-	0	Route de Maastricht (Male Voye)		4607	Berneau	BE			20-Combustion of fuels	Peter Verhaeghe	Kunstlaan 31		1040	Brussel	BE	52288	15714	52288	14049	52288	12236	34475	15595	34476	9554	34476	9140	34476	6835	34476	5269	4428	9428	7692	592	207	526	180		155		131		108		86		
Belgium	100-Holding Account	Aleris Aluminum Duffel 	57	0403045292	closed	Account holder	Aleris Aluminum Duffel	A. Stocletlaan 87		2570	Duffel	Belgium	57	Corus Aluminium	VL509	2005-04-01	2012-12-31	-	-	0	Adolf Stocletlaan 87		2570	Duffel	BE			1-Combustion installations with a rated thermal input exceeding 20 MW	Freddy De Roose	Stocletlaan 87		2570	Duffel	BE	10949	10029	10949	9854	10950	9624	56507	43252	56507	33886	56507	41965	56508	37929	56508	37867																	
Belgium	100-Holding Account	Yara Tertre 	58	0403045490	open	Account holder	Yara Tertre	Rue de la Carbo 10		7333	Tertre (Saint-Ghislain)	Belgium	58	Yara Tertre	WAI070P055	2005-04-01		-	-	0	Rue de la Carbo 10		7333	Tertre	BE			38-Production of nitric acid	Patrice Bauvin	Rue de la Carbo		7333	Tertre	BE	322830	287314	322830	279338	322830	287222	265786	218325	265786	150484	265787	185831	265787	290284	265787	265229	739740	884350	726890	709089	713888	864726	700751		687474		674065		660492		646871		
Belgium	100-Holding Account	UCB Pharma 	59	0403096168	open	Account holder	UCB Pharma	Allée de la Recherche 60		1070	Anderlecht	Belgium	59	UCB Braine L'Alleud	WAI123P062	2005-04-01		-	-	0	Chemin du Foriest		1420	Braine L'Alleud	BE			20-Combustion of fuels	Eric Browaeys	Avenue des Alliés, 77	Global Site and Facilities	7500	Tournai	BE	12568	12675	12567	10499	12567	10247	14346	10835	14347	10229	14347	11411	14347	9960	14347	9618	15032	11534	14771	10660	14506	10511	14240		13970		13697		13422		13145		
Belgium	100-Holding Account	Dow Belgium 	60	403060140	closed	Account holder	Dow Belgium	Havenlaan 7		3980	Tessenderlo	Belgium	60	Dow Chemical	VL118	2005-04-01	2013-12-31	-	-	0	Havenlaan 7		3980	Tessenderlo	BE			20-Combustion of fuels	Frank Berkhof	Havenlaan 7		3980	Tessenderlo	BE	28834	30214	28834	33132	28835	31821	29434	31394	29434	31146	29434	25787	29435	22281	29435	25804	20831	7051	0		0		0		0		0		0		0		
